# Q2 Parity Data
# [VoltageBias(mV), ParityRate(sec^-1), Uncertainty, FitFidelity]
#-------------------------------------------------------
6.180000000000000000e+02 2.647634706212294873e+02 2.247682190785423639e+00 5.090202530606688924e-01
6.190000000000000000e+02 2.556286549511294766e+02 5.203948652172151412e+00 5.039053779749484985e-01
6.200000000000000000e+02 2.542680396465072477e+02 3.725860153231763672e+00 5.198954443721369723e-01
6.210000000000000000e+02 2.541160905175040625e+02 6.153492245097038627e+00 5.245657940227969052e-01
6.220000000000000000e+02 2.510287954161118762e+02 3.102033462964258081e+00 5.363797873031255214e-01
6.230000000000000000e+02 2.582266098765275046e+02 5.191558624281539913e+00 5.466078470773446663e-01
6.240000000000000000e+02 2.584994055640777333e+02 5.976493236393762842e+00 5.422922223434792910e-01
6.250000000000000000e+02 2.563570474962847356e+02 4.378395920097098326e+00 5.513305163499298001e-01
6.260000000000000000e+02 2.675360479381316168e+02 3.399113971649326604e+00 5.530120081299180201e-01
6.270000000000000000e+02 2.526879038831542914e+02 5.584510665449580635e+00 5.539110573887413569e-01
6.280000000000000000e+02 2.749012799381636114e+02 2.845730125741677163e+00 5.470561156454202267e-01
6.290000000000000000e+02 2.612993006488367769e+02 4.720010503691280945e+00 5.383824628071866014e-01
6.300000000000000000e+02 2.671749954651440930e+02 3.398339571965377282e+00 5.383109223185457148e-01
6.310000000000000000e+02 2.654835322000953397e+02 6.987120893683298917e+00 4.946888258005512351e-01
6.320000000000000000e+02 2.665330288344742939e+02 4.601805241610019692e+00 5.055239686581135539e-01
6.330000000000000000e+02 2.703107189461318853e+02 3.923245398404123563e+00 5.037622999116672107e-01
6.340000000000000000e+02 2.711243877719292072e+02 2.971041246281444614e+00 5.303905376990014631e-01
6.350000000000000000e+02 2.627216588111404576e+02 5.811577338781428459e+00 4.792781067564849673e-01
6.360000000000000000e+02 2.689941440424371422e+02 6.304073362506618317e+00 5.355597201933715024e-01
6.370000000000000000e+02 2.774245908352884271e+02 3.564112322495940344e+00 5.342574987236499151e-01
6.380000000000000000e+02 2.734964837039801751e+02 7.381453778895253670e+00 5.373513817478058341e-01
6.390000000000000000e+02 2.728524707347701224e+02 3.170697234408011767e+00 5.284718993349216687e-01
6.400000000000000000e+02 2.693212021588718130e+02 5.175890133109830593e+00 5.314715759657129279e-01
6.410000000000000000e+02 2.751480889881955818e+02 3.724673999825362625e+00 5.332652722657420519e-01
6.420000000000000000e+02 2.717163165729856473e+02 5.759586748580567850e+00 5.098516577469933697e-01
6.430000000000000000e+02 2.846141509811871515e+02 4.059457988829646702e+00 5.277933854863735563e-01
6.440000000000000000e+02 2.877959320444799118e+02 3.386471417994303845e+00 5.319615008680771417e-01
6.450000000000000000e+02 2.761095058481041633e+02 5.162977070223010223e+00 4.819995072687724980e-01
6.460000000000000000e+02 2.914706822867873939e+02 7.278711132795104177e+00 5.144853033208098836e-01
6.470000000000000000e+02 2.837568930346508296e+02 7.169587552096923666e+00 5.152496731604629954e-01
6.480000000000000000e+02 2.949245184483834237e+02 4.368475427082136875e+00 5.407755453906595289e-01
6.490000000000000000e+02 2.801461771818310922e+02 4.641812342665692981e+00 5.669112960815342328e-01
6.500000000000000000e+02 2.966069704723046812e+02 6.057549059764205879e+00 5.738926876428598334e-01
6.550000000000000000e+02 2.859866548935433457e+02 4.000407294106029354e+00 4.080386849992624354e-01
6.600000000000000000e+02 2.960857839874632305e+02 3.095657909518820361e+00 4.070919293915458148e-01
6.650000000000000000e+02 3.149695051538930102e+02 6.058488640511990653e+00 5.468483376194441803e-01
6.700000000000000000e+02 3.139705399405232811e+02 6.153855361284741754e+00 5.191613451789127698e-01
6.750000000000000000e+02 3.320036002638481705e+02 4.716949963293123105e+00 5.547668513009186286e-01
6.800000000000000000e+02 3.415457020038471683e+02 5.479603805160103924e+00 5.265594304004033166e-01
6.850000000000000000e+02 3.570347182482274206e+02 3.450068948257656753e+00 5.266736468160787554e-01
6.900000000000000000e+02 3.645126805178665563e+02 8.060179808919942346e+00 5.359328120064186241e-01
7.000000000000000000e+02 4.026171818918096506e+02 5.181967150692181612e+00 5.516408899758847850e-01
7.500000000000000000e+02 9.222234561386144378e+02 1.355325392799127648e+01 5.491794107140628434e-01
8.000000000000000000e+02 1.776246562678340524e+03 2.342130130020503032e+01 5.164802833063774079e-01
8.500000000000000000e+02 2.488484746195322714e+03 1.651253264315483804e+01 5.097008069433431876e-01
9.000000000000000000e+02 2.428310880147113949e+03 1.632854344836296079e+01 5.317729413498563096e-01
9.500000000000000000e+02 2.490885063953256122e+03 2.347693678604740342e+01 5.366456155921448534e-01
1.000000000000000000e+03 2.440144437812241449e+03 2.047304312965499307e+01 5.270998431937152784e-01
1.050000000000000000e+03 2.425525896578169977e+03 3.346391840870052192e+01 5.235851040827677050e-01
1.100000000000000000e+03 2.447939872204530730e+03 1.897491767150088293e+01 5.302143424157119700e-01
1.150000000000000000e+03 2.484150781373607515e+03 1.724476721344257513e+01 5.284324099639557959e-01
1.200000000000000000e+03 2.484845685190904987e+03 2.146374455307914175e+01 5.296363886507422514e-01
1.250000000000000000e+03 2.490889837062056358e+03 2.794569199387596470e+01 5.098671564730401506e-01
1.300000000000000000e+03 2.412490783097242002e+03 2.264249137521581901e+01 5.084588438736042937e-01
1.350000000000000000e+03 2.477182376422063498e+03 1.614898765127960445e+01 5.173479110984022800e-01
1.400000000000000000e+03 2.419701064889643021e+03 3.328198417860221525e+01 5.133974250831363495e-01
1.450000000000000000e+03 2.441220029746671571e+03 3.783728168250608093e+01 5.060112968476956352e-01
